panel	source_file	record_type	dataset	program	day	n_participants	model_effect	model_se	model_ci95_low	model_ci95_high	model_t	model_df	model_p	paired_mean_change	paired_sd	paired_hedges_g	exact_signflip_p	lopo_direction_fraction	direction	primary_timepoint	model_BH_q	participant_id	baseline_score	treated_score	difference	afl_hedges_g_1	afl_hedges_g_7	afl_hedges_g_14	nafl_hedges_g_1	nafl_hedges_g_7	nafl_hedges_g_14	afl_transition_D14_minus_D1	nafl_transition_D14_minus_D1	same_transition_direction	metric	value	analysis	variant	removed_gene	genes_used	day14_hedges_g
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2006.0	-0.104538835659234	-0.111058204957591	-0.0065193692983572																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2007.0	-0.220265290942392	0.0951575781068187	0.315422869049211																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2011.0	-0.509502121352848	-0.173387294174271	0.336114827178577																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2013.0	-0.0379264420281234	0.0479274748843166	0.08585391691244																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2014.0	-0.125220280791193	-0.386509341833792	-0.261289061042599																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2017.0	-0.0611274905945276	0.212905301844741	0.274032792439269																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2018.0	-0.755120523333841	0.350359579133803	1.10548010246764																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2020.0	0.176222684337561	0.120707217934394	-0.0555154664031669																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2022.0	-0.0407387819417774	0.0287454042245086	0.069484186166286																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2024.0	-0.241284546694039	0.373201795676868	0.614486342370907																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2026.0	0.231311035364696	-0.0809437282523242	-0.31225476361702																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2027.0	0.0797677784991644	0.126102099840586	0.046334321341422																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2029.0	1.24997608230236	1.2528335277669	0.0028574454645384																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE168760_AFL	matrix_maturation	14.0																	2030.0	0.119370403679588	0.546602155672172	0.427231751992584																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE206495_NAFL_FOREARM	ecm_remodeling	1.0																	1.0	-0.0952488218070907	-0.0788233178047042	0.0164255040023864																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE206495_NAFL_FOREARM	ecm_remodeling	1.0																	2.0	0.0457395605539241	-0.111640634689903	-0.157380195243827																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE206495_NAFL_FOREARM	ecm_remodeling	1.0																	3.0	-0.123988240721073	-0.523082763113205	-0.399094522392133																
B	03_results/phase2b/FOCAL_PARTICIPANT_D1_D14_DISTRIBUTIONS.tsv	participant_difference	GSE206495_NAFL_FOREARM	ecm_remodeling	1.0																	4.0	0.0772679684304568	-0.33434273575663	-0.411610704187087																
