gene_symbol	n_entrez_per_symbol	probe_id	gene_symbol_raw	entrez_raw	platform	symbol_unique	entrez_unique	entrez_id	mapping_status	used_reliable	selected_highest_iqr_probe	used_shared_universe
VNN1	1	11758233_s_at	VNN1	8876	GPL13667	TRUE	TRUE	8876	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MED21	1	11758234_s_at	MED21	9412	GPL13667	TRUE	TRUE	9412	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SRRM1	1	11758235_s_at	SRRM1	10250	GPL13667	TRUE	TRUE	10250	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FOXP1	1	11758236_s_at	FOXP1	27086	GPL13667	TRUE	TRUE	27086	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
EIF2C4	1	11758237_s_at	EIF2C4	192670	GPL13667	TRUE	TRUE	192670	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
ABCC4	1	11758238_s_at	ABCC4	10257	GPL13667	TRUE	TRUE	10257	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C9orf72	1	11758239_s_at	C9orf72	203228	GPL13667	TRUE	TRUE	203228	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ARMC6	1	11758240_s_at	ARMC6	93436	GPL13667	TRUE	TRUE	93436	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
DYNC1I2	1	11758241_s_at	DYNC1I2	1781	GPL13667	TRUE	TRUE	1781	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C7orf36	1	11758242_s_at	C7orf36	57002	GPL13667	TRUE	TRUE	57002	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
APOA4	1	11758243_s_at	APOA4	337	GPL13667	TRUE	TRUE	337	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
AKAP6	1	11758244_s_at	AKAP6	9472	GPL13667	TRUE	TRUE	9472	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SUB1	1	11758245_s_at	SUB1	10923	GPL13667	TRUE	TRUE	10923	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARL4D	1	11758246_s_at	ARL4D	379	GPL13667	TRUE	TRUE	379	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARL4D	1	11758247_x_at	ARL4D	379	GPL13667	TRUE	TRUE	379	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SDHD	1	11758248_s_at	SDHD	6392	GPL13667	TRUE	TRUE	6392	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FDPS	1	11758249_s_at	FDPS	2224	GPL13667	TRUE	TRUE	2224	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FBXL3	1	11758250_s_at	FBXL3	26224	GPL13667	TRUE	TRUE	26224	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HOXB3	1	11758251_s_at	HOXB3	3213	GPL13667	TRUE	TRUE	3213	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HSD3B7	1	11758252_s_at	HSD3B7	80270	GPL13667	TRUE	TRUE	80270	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CDK5RAP2	1	11758253_s_at	CDK5RAP2	55755	GPL13667	TRUE	TRUE	55755	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SRI	1	11758254_s_at	SRI	6717	GPL13667	TRUE	TRUE	6717	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CSNK1G3	1	11758255_s_at	CSNK1G3	1456	GPL13667	TRUE	TRUE	1456	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PDX1	1	11758256_s_at	PDX1	3651	GPL13667	TRUE	TRUE	3651	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SLC19A1	1	11758257_s_at	SLC19A1	6573	GPL13667	TRUE	TRUE	6573	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MYPOP	1	11758258_s_at	MYPOP	339344	GPL13667	TRUE	TRUE	339344	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SLCO2B1	1	11758259_s_at	SLCO2B1	11309	GPL13667	TRUE	TRUE	11309	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
B2M	1	11758260_x_at	B2M	567	GPL13667	TRUE	TRUE	567	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CEP55	1	11758261_s_at	CEP55	55165	GPL13667	TRUE	TRUE	55165	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CCNJL	1	11758262_s_at	CCNJL	79616	GPL13667	TRUE	TRUE	79616	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CYBB	1	11758263_s_at	CYBB	1536	GPL13667	TRUE	TRUE	1536	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HNRNPA0	1	11758264_s_at	HNRNPA0	10949	GPL13667	TRUE	TRUE	10949	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KIAA1468	1	11758265_s_at	KIAA1468	57614	GPL13667	TRUE	TRUE	57614	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PSMD2	1	11758266_s_at	PSMD2	5708	GPL13667	TRUE	TRUE	5708	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZBTB1	1	11758267_s_at	ZBTB1	22890	GPL13667	TRUE	TRUE	22890	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MEST	1	11758268_s_at	MEST	4232	GPL13667	TRUE	TRUE	4232	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MAT2B	1	11758269_s_at	MAT2B	27430	GPL13667	TRUE	TRUE	27430	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
DBNDD1	1	11758270_s_at	DBNDD1	79007	GPL13667	TRUE	TRUE	79007	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CASK	1	11758271_s_at	CASK	8573	GPL13667	TRUE	TRUE	8573	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SLC34A2	1	11758272_at	SLC34A2	10568	GPL13667	TRUE	TRUE	10568	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARF6	1	11758273_s_at	ARF6	382	GPL13667	TRUE	TRUE	382	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
AMMECR1L	1	11758274_s_at	AMMECR1L	83607	GPL13667	TRUE	TRUE	83607	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
EIF5	1	11758275_s_at	EIF5	1983	GPL13667	TRUE	TRUE	1983	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ITGB1	1	11758276_s_at	ITGB1	3688	GPL13667	TRUE	TRUE	3688	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758277_x_at	LOC200030 /// NBPF11 /// NBPF15 /// NBPF16 /// NBPF8 /// NBPF9	200030 /// 284565 /// 400818 /// 728841 /// 728912 /// 728936	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
BCDIN3D	1	11758278_s_at	BCDIN3D	144233	GPL13667	TRUE	TRUE	144233	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CORO1C	1	11758279_s_at	CORO1C	23603	GPL13667	TRUE	TRUE	23603	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758280_s_at	HSD17B6 /// RDH16	8608 /// 8630	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
CTBS	1	11758281_s_at	CTBS	1486	GPL13667	TRUE	TRUE	1486	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TUBA1C	1	11758282_s_at	TUBA1C	84790	GPL13667	TRUE	TRUE	84790	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MGA	1	11758283_s_at	MGA	23269	GPL13667	TRUE	TRUE	23269	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KCTD9	1	11758284_s_at	KCTD9	54793	GPL13667	TRUE	TRUE	54793	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GTF3C1	1	11758285_s_at	GTF3C1	2975	GPL13667	TRUE	TRUE	2975	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
POLI	1	11758286_s_at	POLI	11201	GPL13667	TRUE	TRUE	11201	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FAM23A	1	11758287_s_at	FAM23A	653567	GPL13667	TRUE	TRUE	653567	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
C1orf25	1	11758288_s_at	C1orf25	81627	GPL13667	TRUE	TRUE	81627	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
RPS16	1	11758289_x_at	RPS16	6217	GPL13667	TRUE	TRUE	6217	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CCDC6	1	11758290_s_at	CCDC6	8030	GPL13667	TRUE	TRUE	8030	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MRPS10	1	11758291_s_at	MRPS10	55173	GPL13667	TRUE	TRUE	55173	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PTGIR	1	11758292_s_at	PTGIR	5739	GPL13667	TRUE	TRUE	5739	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RIC8B	1	11758293_s_at	RIC8B	55188	GPL13667	TRUE	TRUE	55188	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ARMCX1	1	11758294_s_at	ARMCX1	51309	GPL13667	TRUE	TRUE	51309	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CAPNS1	1	11758295_at	CAPNS1	826	GPL13667	TRUE	TRUE	826	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CDC34	1	11758296_s_at	CDC34	997	GPL13667	TRUE	TRUE	997	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SHC1	1	11758297_s_at	SHC1	6464	GPL13667	TRUE	TRUE	6464	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRT8	1	11758298_x_at	KRT8	3856	GPL13667	TRUE	TRUE	3856	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
B2M	1	11758299_a_at	B2M	567	GPL13667	TRUE	TRUE	567	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
B2M	1	11758300_x_at	B2M	567	GPL13667	TRUE	TRUE	567	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
KRT8	1	11758301_x_at	KRT8	3856	GPL13667	TRUE	TRUE	3856	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11758302_x_at	LOC100132062 /// LOC100133161 /// LOC100133331 /// LOC653340 /// LOC729737	100132062 /// 100133161 /// 100133331 /// 653340 /// 729737	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
ZCCHC17	1	11758303_s_at	ZCCHC17	51538	GPL13667	TRUE	TRUE	51538	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PNRC2	1	11758304_s_at	PNRC2	55629	GPL13667	TRUE	TRUE	55629	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
OXCT2	1	11758305_s_at	OXCT2	64064	GPL13667	TRUE	TRUE	64064	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
CNOT6	1	11758306_s_at	CNOT6	57472	GPL13667	TRUE	TRUE	57472	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TPT1	1	11758307_x_at	TPT1	7178	GPL13667	TRUE	TRUE	7178	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HSP90AA1	1	11758308_s_at	HSP90AA1	3320	GPL13667	TRUE	TRUE	3320	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
YWHAE	1	11758309_s_at	YWHAE	7531	GPL13667	TRUE	TRUE	7531	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
WSB2	1	11758310_s_at	WSB2	55884	GPL13667	TRUE	TRUE	55884	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SDHD	1	11758311_s_at	SDHD	6392	GPL13667	TRUE	TRUE	6392	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758312_x_at	TBC1D3 /// TBC1D3B /// TBC1D3C /// TBC1D3F /// TBC1D3G /// TBC1D3H	414059 /// 414060 /// 654341 /// 729873 /// 729877 /// 84218	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
RPS10	1	11758313_x_at	RPS10	6204	GPL13667	TRUE	TRUE	6204	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NDUFAF2	1	11758314_s_at	NDUFAF2	91942	GPL13667	TRUE	TRUE	91942	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PER2	1	11758315_s_at	PER2	8864	GPL13667	TRUE	TRUE	8864	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SRPR	1	11758316_s_at	SRPR	6734	GPL13667	TRUE	TRUE	6734	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DENND3	1	11758317_s_at	DENND3	22898	GPL13667	TRUE	TRUE	22898	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CSTB	1	11758318_s_at	CSTB	1476	GPL13667	TRUE	TRUE	1476	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
UBC	1	11758319_x_at	UBC	7316	GPL13667	TRUE	TRUE	7316	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758320_at	GATSL1 /// GATSL2	389523 /// 729438	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11758321_s_at	GATSL1 /// GATSL2	389523 /// 729438	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11758322_x_at	GATSL1 /// GATSL2	389523 /// 729438	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
VOPP1	1	11758323_s_at	VOPP1	81552	GPL13667	TRUE	TRUE	81552	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PARK2	1	11758324_s_at	PARK2	5071	GPL13667	TRUE	TRUE	5071	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TOB1	1	11758325_s_at	TOB1	10140	GPL13667	TRUE	TRUE	10140	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
THEM4	1	11758326_s_at	THEM4	117145	GPL13667	TRUE	TRUE	117145	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
BAZ1A	1	11758327_s_at	BAZ1A	11177	GPL13667	TRUE	TRUE	11177	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NCOA3	1	11758328_s_at	NCOA3	8202	GPL13667	TRUE	TRUE	8202	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SDHD	1	11758329_s_at	SDHD	6392	GPL13667	TRUE	TRUE	6392	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SDHD	1	11758330_x_at	SDHD	6392	GPL13667	TRUE	TRUE	6392	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758331_s_at	C20orf69 /// LOC100287060 /// LOC100287654 /// LOC100288169	100287060 /// 100287654 /// 100288169 /// 140849	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11758332_x_at	LOC100133161 /// LOC100133331 /// LOC100292804 /// LOC653340 /// LOC729737	100133161 /// 100133331 /// 100292804 /// 653340 /// 729737	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11758333_s_at	RNF138 /// RNF138P1	379013 /// 51444	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C13orf34	1	11758334_s_at	C13orf34	79866	GPL13667	TRUE	TRUE	79866	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
FDX1	1	11758335_s_at	FDX1	2230	GPL13667	TRUE	TRUE	2230	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
AKT3	1	11758336_s_at	AKT3	10000	GPL13667	TRUE	TRUE	10000	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ADA	1	11758337_s_at	ADA	100	GPL13667	TRUE	TRUE	100	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CRISPLD2	1	11758338_s_at	CRISPLD2	83716	GPL13667	TRUE	TRUE	83716	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758339_x_at	FLJ45445 /// LOC100133150 /// LOC100133161 /// LOC100292804	100133150 /// 100133161 /// 100292804 /// 399844	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
HLA-DQA1	1	11758340_x_at	HLA-DQA1	3117	GPL13667	TRUE	TRUE	3117	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RPL37A	1	11758341_x_at	RPL37A	6168	GPL13667	TRUE	TRUE	6168	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL3A1	1	11758342_s_at	COL3A1	1281	GPL13667	TRUE	TRUE	1281	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
USMG5	1	11758343_s_at	USMG5	84833	GPL13667	TRUE	TRUE	84833	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SDCBP	1	11758344_s_at	SDCBP	6386	GPL13667	TRUE	TRUE	6386	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758345_x_at	TBC1D3 /// TBC1D3B /// TBC1D3C /// TBC1D3F /// TBC1D3G /// TBC1D3H	414059 /// 414060 /// 654341 /// 729873 /// 729877 /// 84218	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
PAPSS2	1	11758346_s_at	PAPSS2	9060	GPL13667	TRUE	TRUE	9060	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
DDIT3	1	11758347_s_at	DDIT3	1649	GPL13667	TRUE	TRUE	1649	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PTTG1IP	1	11758348_s_at	PTTG1IP	754	GPL13667	TRUE	TRUE	754	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RORC	1	11758349_s_at	RORC	6097	GPL13667	TRUE	TRUE	6097	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758350_s_at	LOC100133130 /// LOC727726 /// LOC728407 /// PARG	100133130 /// 727726 /// 728407 /// 8505	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11758351_x_at	FLJ45340 /// LOC100128326 /// LOC100132062 /// LOC100133161 /// LOC100133331 /// LOC100133524 /// LOC653340 /// LOC728417 /// LOC729737 /// LOC731275	100128326 /// 100132062 /// 100133161 /// 100133331 /// 100133524 /// 402483 /// 653340 /// 728417 /// 729737 /// 731275	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C1orf66	1	11758352_at	C1orf66	51093	GPL13667	TRUE	TRUE	51093	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
APOA1	1	11758353_s_at	APOA1	335	GPL13667	TRUE	TRUE	335	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RNPC3	1	11758354_s_at	RNPC3	55599	GPL13667	TRUE	TRUE	55599	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CLDN4	1	11758355_s_at	CLDN4	1364	GPL13667	TRUE	TRUE	1364	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HIST3H2A	1	11758356_s_at	HIST3H2A	92815	GPL13667	TRUE	TRUE	92815	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RPL9	1	11758357_x_at	RPL9	6133	GPL13667	TRUE	TRUE	6133	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11758358_x_at	HERC2P4 /// LOC100422737 /// SHISA9 /// SLC9A4	100422737 /// 389015 /// 440362 /// 729993	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
SLC5A12	1	11758359_s_at	SLC5A12	159963	GPL13667	TRUE	TRUE	159963	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MRAS	1	11758360_s_at	MRAS	22808	GPL13667	TRUE	TRUE	22808	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
VNN1	1	11758361_s_at	VNN1	8876	GPL13667	TRUE	TRUE	8876	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
EXTL2	1	11758362_s_at	EXTL2	2135	GPL13667	TRUE	TRUE	2135	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SPTAN1	1	11758363_s_at	SPTAN1	6709	GPL13667	TRUE	TRUE	6709	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C19orf52	1	11758364_s_at	C19orf52	90580	GPL13667	TRUE	TRUE	90580	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TTLL8	1	11758365_s_at	TTLL8	164714	GPL13667	TRUE	TRUE	164714	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ABT1	1	11758366_s_at	ABT1	29777	GPL13667	TRUE	TRUE	29777	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NACC1	1	11758367_s_at	NACC1	112939	GPL13667	TRUE	TRUE	112939	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SGTA	1	11758368_s_at	SGTA	6449	GPL13667	TRUE	TRUE	6449	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HLA-DPB1	1	11758369_x_at	HLA-DPB1	3115	GPL13667	TRUE	TRUE	3115	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ETS2	1	11758370_s_at	ETS2	2114	GPL13667	TRUE	TRUE	2114	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KIF15	1	11758371_s_at	KIF15	56992	GPL13667	TRUE	TRUE	56992	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
EI24	1	11758372_s_at	EI24	9538	GPL13667	TRUE	TRUE	9538	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NTF3	1	11758373_s_at	NTF3	4908	GPL13667	TRUE	TRUE	4908	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PLIN1	1	11758374_s_at	PLIN1	5346	GPL13667	TRUE	TRUE	5346	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RNF20	1	11758375_s_at	RNF20	56254	GPL13667	TRUE	TRUE	56254	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C7orf63	1	11758376_s_at	C7orf63	79846	GPL13667	TRUE	TRUE	79846	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
TLR1	1	11758377_s_at	TLR1	7096	GPL13667	TRUE	TRUE	7096	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
RBMXL1	1	11758378_s_at	RBMXL1	494115	GPL13667	TRUE	TRUE	494115	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SLC25A46	1	11758379_s_at	SLC25A46	91137	GPL13667	TRUE	TRUE	91137	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TRIM45	1	11758380_s_at	TRIM45	80263	GPL13667	TRUE	TRUE	80263	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C22orf46	1	11758381_s_at	C22orf46	79640	GPL13667	TRUE	TRUE	79640	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ABCC9	1	11758382_s_at	ABCC9	10060	GPL13667	TRUE	TRUE	10060	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
USP6NL	1	11758383_s_at	USP6NL	9712	GPL13667	TRUE	TRUE	9712	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CYP2U1	1	11758384_s_at	CYP2U1	113612	GPL13667	TRUE	TRUE	113612	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HEY2	1	11758385_s_at	HEY2	23493	GPL13667	TRUE	TRUE	23493	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MANBA	1	11758386_s_at	MANBA	4126	GPL13667	TRUE	TRUE	4126	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
