gene_symbol	entrez_id_a	entrez_id_n	entrez_agreement
KIF20A	10112	10112	TRUE
KIF20B	9585	9585	TRUE
KIF21A	55605	55605	TRUE
KIF21B	23046	23046	TRUE
KIF22	3835	3835	TRUE
KIF23	9493	9493	TRUE
KIF24	347240	347240	TRUE
KIF25	3834	3834	TRUE
KIF26A	26153	26153	TRUE
KIF26B	55083	55083	TRUE
KIF27	55582	55582	TRUE
KIF2A	3796	3796	TRUE
KIF2B	84643	84643	TRUE
KIF2C	11004	11004	TRUE
KIF3A	11127	11127	TRUE
KIF3B	9371	9371	TRUE
KIF3C	3797	3797	TRUE
KIF4A	24137	24137	TRUE
KIF5A	3798	3798	TRUE
KIF5B	3799	3799	TRUE
KIF5C	3800	3800	TRUE
KIF6	221458	221458	TRUE
KIF7	374654	374654	TRUE
KIF9	64147	64147	TRUE
KIFAP3	22920	22920	TRUE
KIFC1	3833	3833	TRUE
KIFC2	90990	90990	TRUE
KIFC3	3801	3801	TRUE
KIN	22944	22944	TRUE
KIR2DL1	3802	3802	TRUE
KIR2DL3	3804	3804	TRUE
KIR2DL4	3805	3805	TRUE
KIR2DS4	3809	3809	TRUE
KIR3DL1	3811	3811	TRUE
KIR3DS1	3813	3813	TRUE
KIR3DX1	90011	90011	TRUE
KIRREL	55243	55243	TRUE
KIRREL2	84063	84063	TRUE
KIRREL3	84623	84623	TRUE
KISS1	3814	3814	TRUE
KISS1R	84634	84634	TRUE
KIT	3815	3815	TRUE
KITLG	4254	4254	TRUE
KL	9365	9365	TRUE
KLB	152831	152831	TRUE
KLC1	3831	3831	TRUE
KLC2	64837	64837	TRUE
KLC3	147700	147700	TRUE
KLC4	89953	89953	TRUE
KLF1	10661	10661	TRUE
KLF10	7071	7071	TRUE
KLF11	8462	8462	TRUE
KLF12	11278	11278	TRUE
KLF13	51621	51621	TRUE
KLF14	136259	136259	TRUE
KLF15	28999	28999	TRUE
KLF16	83855	83855	TRUE
KLF17	128209	128209	TRUE
KLF2	10365	10365	TRUE
KLF3	51274	51274	TRUE
KLF4	9314	9314	TRUE
KLF5	688	688	TRUE
KLF6	1316	1316	TRUE
KLF7	8609	8609	TRUE
KLF8	11279	11279	TRUE
KLF9	687	687	TRUE
KLHDC1	122773	122773	TRUE
KLHDC10	23008	23008	TRUE
KLHDC2	23588	23588	TRUE
KLHDC3	116138	116138	TRUE
KLHDC7A	127707	127707	TRUE
KLHDC7B	113730	113730	TRUE
KLHDC8A	55220	55220	TRUE
KLHDC8B	200942	200942	TRUE
KLHDC9	126823	126823	TRUE
KLHL1	57626	57626	TRUE
KLHL10	317719	317719	TRUE
KLHL11	55175	55175	TRUE
KLHL12	59349	59349	TRUE
KLHL13	90293	90293	TRUE
KLHL14	57565	57565	TRUE
KLHL15	80311	80311	TRUE
KLHL17	339451	339451	TRUE
KLHL18	23276	23276	TRUE
KLHL2	11275	11275	TRUE
KLHL20	27252	27252	TRUE
KLHL21	9903	9903	TRUE
KLHL22	84861	84861	TRUE
KLHL24	54800	54800	TRUE
KLHL25	64410	64410	TRUE
KLHL26	55295	55295	TRUE
KLHL28	54813	54813	TRUE
KLHL29	114818	114818	TRUE
KLHL3	26249	26249	TRUE
KLHL30	377007	377007	TRUE
KLHL31	401265	401265	TRUE
KLHL32	114792	114792	TRUE
KLHL33	123103	123103	TRUE
KLHL34	257240	257240	TRUE
KLHL35	283212	283212	TRUE
KLHL36	79786	79786	TRUE
KLHL38	340359	340359	TRUE
KLHL4	56062	56062	TRUE
KLHL5	51088	51088	TRUE
KLHL6	89857	89857	TRUE
KLHL7	55975	55975	TRUE
KLHL8	57563	57563	TRUE
KLHL9	55958	55958	TRUE
KLK1	3816	3816	TRUE
KLK10	5655	5655	TRUE
KLK11	11012	11012	TRUE
KLK12	43849	43849	TRUE
KLK13	26085	26085	TRUE
KLK14	43847	43847	TRUE
KLK15	55554	55554	TRUE
KLK2	3817	3817	TRUE
KLK3	354	354	TRUE
KLK4	9622	9622	TRUE
KLK5	25818	25818	TRUE
KLK6	5653	5653	TRUE
KLK7	5650	5650	TRUE
KLK8	11202	11202	TRUE
KLKB1	3818	3818	TRUE
KLKP1	606293	606293	TRUE
KLRB1	3820	3820	TRUE
KLRC1	3821	3821	TRUE
KLRC2	3822	3822	TRUE
KLRC3	3823	3823	TRUE
KLRC4	8302	8302	TRUE
KLRD1	3824	3824	TRUE
KLRF1	51348	51348	TRUE
KLRG1	10219	10219	TRUE
KLRG2	346689	346689	TRUE
KMO	8564	8564	TRUE
KNCN	148930	148930	TRUE
KNDC1	85442	85442	TRUE
KNG1	3827	3827	TRUE
KNTC1	9735	9735	TRUE
KPNA1	3836	3836	TRUE
KPNA3	3839	3839	TRUE
KPNA4	3840	3840	TRUE
KPNA5	3841	3841	TRUE
KPNA6	23633	23633	TRUE
KPNA7	402569	402569	TRUE
KPNB1	3837	3837	TRUE
KPRP	448834	448834	TRUE
KPTN	11133	11133	TRUE
KRAS	3845	3845	TRUE
KRBA1	84626	84626	TRUE
KRBA2	124751	124751	TRUE
KRCC1	51315	51315	TRUE
KREMEN1	83999	83999	TRUE
KREMEN2	79412	79412	TRUE
KRI1	65095	65095	TRUE
KRIT1	889	889	TRUE
KRR1	11103	11103	TRUE
KRT1	3848	3848	TRUE
KRT10	3858	3858	TRUE
KRT12	3859	3859	TRUE
KRT13	3860	3860	TRUE
KRT14	3861	3861	TRUE
KRT15	3866	3866	TRUE
KRT17	3872	3872	TRUE
KRT18	3875	3875	TRUE
KRT19	3880	3880	TRUE
KRT2	3849	3849	TRUE
KRT20	54474	54474	TRUE
KRT222	125113	125113	TRUE
KRT23	25984	25984	TRUE
KRT24	192666	192666	TRUE
KRT25	147183	147183	TRUE
KRT26	353288	353288	TRUE
KRT27	342574	342574	TRUE
KRT28	162605	162605	TRUE
KRT3	3850	3850	TRUE
KRT31	3881	3881	TRUE
KRT32	3882	3882	TRUE
KRT33A	3883	3883	TRUE
KRT33B	3884	3884	TRUE
KRT35	3886	3886	TRUE
KRT36	8689	8689	TRUE
KRT37	8688	8688	TRUE
KRT38	8687	8687	TRUE
KRT39	390792	390792	TRUE
KRT4	3851	3851	TRUE
KRT40	125115	125115	TRUE
KRT5	3852	3852	TRUE
KRT6A	3853	3853	TRUE
KRT6B	3854	3854	TRUE
KRT6C	286887	286887	TRUE
KRT7	3855	3855	TRUE
KRT71	112802	112802	TRUE
KRT72	140807	140807	TRUE
KRT73	319101	319101	TRUE
KRT74	121391	121391	TRUE
KRT75	9119	9119	TRUE
KRT76	51350	51350	TRUE
KRT77	374454	374454	TRUE
KRT78	196374	196374	TRUE
KRT79	338785	338785	TRUE
KRT8	3856	3856	TRUE
KRT80	144501	144501	TRUE
KRT81	3887	3887	TRUE
KRT82	3888	3888	TRUE
KRT83	3889	3889	TRUE
KRT84	3890	3890	TRUE
KRT85	3891	3891	TRUE
KRT86	3892	3892	TRUE
KRT9	3857	3857	TRUE
KRTAP1-1	81851	81851	TRUE
KRTAP1-3	81850	81850	TRUE
KRTAP1-5	83895	83895	TRUE
KRTAP10-1	386677	386677	TRUE
KRTAP10-10	353333	353333	TRUE
KRTAP10-11	386678	386678	TRUE
KRTAP10-12	386685	386685	TRUE
KRTAP10-2	386679	386679	TRUE
KRTAP10-3	386682	386682	TRUE
KRTAP10-4	386672	386672	TRUE
KRTAP10-5	386680	386680	TRUE
KRTAP10-7	386675	386675	TRUE
KRTAP10-8	386681	386681	TRUE
KRTAP10-9	386676	386676	TRUE
KRTAP11-1	337880	337880	TRUE
KRTAP12-1	353332	353332	TRUE
KRTAP12-2	353323	353323	TRUE
KRTAP12-3	386683	386683	TRUE
KRTAP12-4	386684	386684	TRUE
KRTAP13-1	140258	140258	TRUE
KRTAP13-2	337959	337959	TRUE
KRTAP13-3	337960	337960	TRUE
KRTAP13-4	284827	284827	TRUE
KRTAP15-1	254950	254950	TRUE
KRTAP17-1	83902	83902	TRUE
KRTAP19-1	337882	337882	TRUE
KRTAP19-2	337969	337969	TRUE
KRTAP19-3	337970	337970	TRUE
KRTAP19-4	337971	337971	TRUE
KRTAP19-5	337972	337972	TRUE
KRTAP19-6	337973	337973	TRUE
KRTAP19-7	337974	337974	TRUE
KRTAP19-8	728299	728299	TRUE
KRTAP2-1	81872	81872	TRUE
KRTAP2-4	85294	85294	TRUE
KRTAP20-1	337975	337975	TRUE
KRTAP20-2	337976	337976	TRUE
KRTAP20-3	337985	337985	TRUE
KRTAP21-2	337978	337978	TRUE
KRTAP21-3	100288323	100288323	TRUE
KRTAP22-1	337979	337979	TRUE
KRTAP22-2	100288287	100288287	TRUE
KRTAP23-1	337963	337963	TRUE
KRTAP24-1	643803	643803	TRUE
KRTAP25-1	100131902	100131902	TRUE
KRTAP26-1	388818	388818	TRUE
KRTAP27-1	643812	643812	TRUE
KRTAP3-1	83896	83896	TRUE
KRTAP3-2	83897	83897	TRUE
KRTAP3-3	85293	85293	TRUE
KRTAP4-1	85285	85285	TRUE
KRTAP4-11	653240	653240	TRUE
KRTAP4-12	83755	83755	TRUE
KRTAP4-2	85291	85291	TRUE
KRTAP4-3	85290	85290	TRUE
KRTAP4-4	84616	84616	TRUE
KRTAP4-5	85289	85289	TRUE
KRTAP4-8	728224	728224	TRUE
KRTAP4-9	100132386	100132386	TRUE
KRTAP5-1	387264	387264	TRUE
KRTAP5-10	387273	387273	TRUE
KRTAP5-11	440051	440051	TRUE
KRTAP5-2	440021	440021	TRUE
KRTAP5-3	387266	387266	TRUE
KRTAP5-4	387267	387267	TRUE
KRTAP5-5	439915	439915	TRUE
KRTAP5-6	440023	440023	TRUE
KRTAP5-7	440050	440050	TRUE
KRTAP5-8	57830	57830	TRUE
KRTAP5-9	3846	3846	TRUE
KRTAP6-1	337966	337966	TRUE
KRTAP6-2	337967	337967	TRUE
KRTAP6-3	337968	337968	TRUE
KRTAP7-1	337878	337878	TRUE
KRTAP8-1	337879	337879	TRUE
KRTAP9-2	83899	83899	TRUE
KRTAP9-3	83900	83900	TRUE
KRTAP9-4	85280	85280	TRUE
KRTAP9-8	83901	83901	TRUE
KRTAP9-9	81870	81870	TRUE
KRTCAP2	200185	200185	TRUE
KRTCAP3	200634	200634	TRUE
KRTDAP	388533	388533	TRUE
KSR1	8844	8844	TRUE
KSR2	283455	283455	TRUE
KTN1	3895	3895	TRUE
KU-MEL-3	497048	497048	TRUE
KY	339855	339855	TRUE
KYNU	8942	8942	TRUE
L1CAM	3897	3897	TRUE
L1TD1	54596	54596	TRUE
L2HGDH	79944	79944	TRUE
L3MBTL2	83746	83746	TRUE
L3MBTL3	84456	84456	TRUE
L3MBTL4	91133	91133	TRUE
LACE1	246269	246269	TRUE
LACRT	90070	90070	TRUE
LACTB	114294	114294	TRUE
LACTB2	51110	51110	TRUE
LAD1	3898	3898	TRUE
LAG3	3902	3902	TRUE
LAGE3	8270	8270	TRUE
LAIR1	3903	3903	TRUE
LAIR2	3904	3904	TRUE
LALBA	3906	3906	TRUE
LAMA1	284217	284217	TRUE
LAMA2	3908	3908	TRUE
LAMA3	3909	3909	TRUE
LAMA4	3910	3910	TRUE
LAMA5	3911	3911	TRUE
LAMB1	3912	3912	TRUE
LAMB2	3913	3913	TRUE
LAMB3	3914	3914	TRUE
LAMB4	22798	22798	TRUE
LAMC1	3915	3915	TRUE
LAMC2	3918	3918	TRUE
LAMC3	10319	10319	TRUE
LAMP1	3916	3916	TRUE
LAMP2	3920	3920	TRUE
LAMP3	27074	27074	TRUE
LANCL1	10314	10314	TRUE
LANCL2	55915	55915	TRUE
LANCL3	347404	347404	TRUE
LAP3	51056	51056	TRUE
LAPTM4A	9741	9741	TRUE
LAPTM4B	55353	55353	TRUE
LAPTM5	7805	7805	TRUE
LARGE	9215	9215	TRUE
LARP1	23367	23367	TRUE
LARP1B	55132	55132	TRUE
LARP4	113251	113251	TRUE
LARP4B	23185	23185	TRUE
LARP6	55323	55323	TRUE
LARP7	51574	51574	TRUE
LARS	51520	51520	TRUE
LARS2	23395	23395	TRUE
LAS1L	81887	81887	TRUE
LASP1	3927	3927	TRUE
LAT2	7462	7462	TRUE
LATS1	9113	9113	TRUE
LATS2	26524	26524	TRUE
LAX1	54900	54900	TRUE
LAYN	143903	143903	TRUE
LBH	81606	81606	TRUE
LBP	3929	3929	TRUE
LBR	3930	3930	TRUE
LBX1	10660	10660	TRUE
LBX2	85474	85474	TRUE
LCA5	167691	167691	TRUE
LCA5L	150082	150082	TRUE
LCAT	3931	3931	TRUE
LCE1A	353131	353131	TRUE
LCE1B	353132	353132	TRUE
LCE1C	353133	353133	TRUE
LCE1D	353134	353134	TRUE
LCE1E	353135	353135	TRUE
LCE1F	353137	353137	TRUE
LCE2A	353139	353139	TRUE
LCE2B	26239	26239	TRUE
LCE2C	353140	353140	TRUE
LCE2D	353141	353141	TRUE
LCE3A	353142	353142	TRUE
LCE3B	353143	353143	TRUE
LCE3C	353144	353144	TRUE
LCE3D	84648	84648	TRUE
LCE3E	353145	353145	TRUE
LCE4A	199834	199834	TRUE
LCE5A	254910	254910	TRUE
LCE6A	448835	448835	TRUE
LCK	3932	3932	TRUE
LCLAT1	253558	253558	TRUE
LCMT1	51451	51451	TRUE
LCMT2	9836	9836	TRUE
LCN1	3933	3933	TRUE
LCN10	414332	414332	TRUE
LCN12	286256	286256	TRUE
LCN15	389812	389812	TRUE
LCN2	3934	3934	TRUE
LCN6	158062	158062	TRUE
LCN8	138307	138307	TRUE
LCN9	392399	392399	TRUE
LCNL1	401562	401562	TRUE
LCOR	84458	84458	TRUE
LCORL	254251	254251	TRUE
LCP1	3936	3936	TRUE
LCP2	3937	3937	TRUE
LCT	3938	3938	TRUE
LCTL	197021	197021	TRUE
LDB1	8861	8861	TRUE
LDB2	9079	9079	TRUE
LDB3	11155	11155	TRUE
LDHA	3939	3939	TRUE
LDHAL6A	160287	160287	TRUE
LDHAL6B	92483	92483	TRUE
LDHB	3945	3945	TRUE
LDHC	3948	3948	TRUE
LDHD	197257	197257	TRUE
LDLR	3949	3949	TRUE
LDLRAD1	388633	388633	TRUE
LDLRAD2	401944	401944	TRUE
LDLRAD3	143458	143458	TRUE
LDLRAP1	26119	26119	TRUE
LDOC1	23641	23641	TRUE
LDOC1L	84247	84247	TRUE
LEAP2	116842	116842	TRUE
LECT1	11061	11061	TRUE
LECT2	3950	3950	TRUE
LEF1	51176	51176	TRUE
LEFTY1	10637	10637	TRUE
LEFTY2	7044	7044	TRUE
LEKR1	389170	389170	TRUE
LELP1	149018	149018	TRUE
LEMD1	93273	93273	TRUE
LEMD2	221496	221496	TRUE
LEMD3	23592	23592	TRUE
LENEP	55891	55891	TRUE
LENG1	79165	79165	TRUE
LENG8	114823	114823	TRUE
LENG9	94059	94059	TRUE
LEO1	123169	123169	TRUE
LEP	3952	3952	TRUE
LEPR	3953	3953	TRUE
LEPROT	54741	54741	TRUE
LEPROTL1	23484	23484	TRUE
LETM1	3954	3954	TRUE
LETM2	137994	137994	TRUE
LETMD1	25875	25875	TRUE
LEUTX	342900	342900	TRUE
LFNG	3955	3955	TRUE
LGALS1	3956	3956	TRUE
LGALS12	85329	85329	TRUE
LGALS13	29124	29124	TRUE
LGALS14	56891	56891	TRUE
LGALS2	3957	3957	TRUE
LGALS3	3958	3958	TRUE
LGALS3BP	3959	3959	TRUE
LGALS4	3960	3960	TRUE
LGALS8	3964	3964	TRUE
LGALS9	3965	3965	TRUE
LGI1	9211	9211	TRUE
LGI2	55203	55203	TRUE
LGI3	203190	203190	TRUE
LGI4	163175	163175	TRUE
LGMN	5641	5641	TRUE
LGR4	55366	55366	TRUE
LGR5	8549	8549	TRUE
LGR6	59352	59352	TRUE
LGSN	51557	51557	TRUE
LHB	3972	3972	TRUE
LHCGR	3973	3973	TRUE
LHFP	10186	10186	TRUE
LHFPL1	340596	340596	TRUE
LHFPL2	10184	10184	TRUE
LHFPL3	375612	375612	TRUE
LHFPL4	375323	375323	TRUE
LHFPL5	222662	222662	TRUE
LHPP	64077	64077	TRUE
LHX1	3975	3975	TRUE
LHX2	9355	9355	TRUE
LHX3	8022	8022	TRUE
LHX4	89884	89884	TRUE
LHX5	64211	64211	TRUE
LHX6	26468	26468	TRUE
LHX8	431707	431707	TRUE
LHX9	56956	56956	TRUE
LIAS	11019	11019	TRUE
LIF	3976	3976	TRUE
LIFR	3977	3977	TRUE
LIG1	3978	3978	TRUE
LIG3	3980	3980	TRUE
LIG4	3981	3981	TRUE
LILRA1	11024	11024	TRUE
LILRA2	11027	11027	TRUE
LILRA3	11026	11026	TRUE
LILRA4	23547	23547	TRUE
LILRA5	353514	353514	TRUE
LILRB1	10859	10859	TRUE
LILRB2	10288	10288	TRUE
LILRB3	11025	11025	TRUE
LILRB4	11006	11006	TRUE
LILRB5	10990	10990	TRUE
LILRP2	79166	79166	TRUE
LIM2	3982	3982	TRUE
LIMA1	51474	51474	TRUE
LIMCH1	22998	22998	TRUE
LIMD1	8994	8994	TRUE
LIMD2	80774	80774	TRUE
LIME1	54923	54923	TRUE
LIMK1	3984	3984	TRUE
LIMK2	3985	3985	TRUE
LIMS1	3987	3987	TRUE
LIMS2	55679	55679	TRUE
LIN28A	79727	79727	TRUE
LIN28B	389421	389421	TRUE
LIN37	55957	55957	TRUE
LIN52	91750	91750	TRUE
LIN54	132660	132660	TRUE
LIN7A	8825	8825	TRUE
LIN7B	64130	64130	TRUE
LIN7C	55327	55327	TRUE
LIN9	286826	286826	TRUE
LINGO1	84894	84894	TRUE
LINGO2	158038	158038	TRUE
LINGO3	645191	645191	TRUE
LINGO4	339398	339398	TRUE
LINS1	55180	55180	TRUE
LIPA	3988	3988	TRUE
LIPC	3990	3990	TRUE
LIPE	3991	3991	TRUE
LIPF	8513	8513	TRUE
LIPG	9388	9388	TRUE
LIPH	200879	200879	TRUE
LIPI	149998	149998	TRUE
LIPJ	142910	142910	TRUE
LIPK	643414	643414	TRUE
LIPM	340654	340654	TRUE
LIPN	643418	643418	TRUE
LIPT1	51601	51601	TRUE
LIPT2	387787	387787	TRUE
LITAF	9516	9516	TRUE
LIX1	167410	167410	TRUE
LIX1L	128077	128077	TRUE
LLGL1	3996	3996	TRUE
LLGL2	3993	3993	TRUE
LLPH	84298	84298	TRUE
LMAN1	3998	3998	TRUE
LMAN1L	79748	79748	TRUE
LMAN2	10960	10960	TRUE
LMAN2L	81562	81562	TRUE
LMBR1	64327	64327	TRUE
LMBR1L	55716	55716	TRUE
LMBRD1	55788	55788	TRUE
LMBRD2	92255	92255	TRUE
LMCD1	29995	29995	TRUE
LMF1	64788	64788	TRUE
LMF2	91289	91289	TRUE
LMLN	89782	89782	TRUE
LMNA	4000	4000	TRUE
LMNB1	4001	4001	TRUE
LMNB2	84823	84823	TRUE
LMO1	4004	4004	TRUE
LMO2	4005	4005	TRUE
LMO3	55885	55885	TRUE
LMO4	8543	8543	TRUE
LMO7	4008	4008	TRUE
LMOD1	25802	25802	TRUE
LMOD2	442721	442721	TRUE
LMOD3	56203	56203	TRUE
LMTK2	22853	22853	TRUE
LMTK3	114783	114783	TRUE
LMX1A	4009	4009	TRUE
LMX1B	4010	4010	TRUE
LNP1	348801	348801	TRUE
LNPEP	4012	4012	TRUE
LNX1	84708	84708	TRUE
LNX2	222484	222484	TRUE
LOC100128108	100128108	100128108	TRUE
LOC100128554	100128554	100128554	TRUE
LOC100129434	100129434	100129434	TRUE
LOC100130691	100130691	100130691	TRUE
LOC100130872	100130872	100130872	TRUE
LOC100131943	100131943	100131943	TRUE
LOC100132215	100132215	100132215	TRUE
LOC100132686	100132686	100132686	TRUE
LOC100133091	100133091	100133091	TRUE
LOC100133286	100133286	100133286	TRUE
LOC100134391	100134391	100134391	TRUE
LOC100190940	100190940	100190940	TRUE
LOC100268168	100268168	100268168	TRUE
LOC100286925	100286925	100286925	TRUE
LOC100287010	100287010	100287010	TRUE
LOC100287036	100287036	100287036	TRUE
LOC100287042	100287042	100287042	TRUE
LOC100287225	100287225	100287225	TRUE
LOC100287290	100287290	100287290	TRUE
LOC100287467	100287467	100287467	TRUE
LOC100287808	100287808	100287808	TRUE
LOC100287837	100287837	100287837	TRUE
LOC100287896	100287896	100287896	TRUE
LOC100288152	100288152	100288152	TRUE
LOC100288162	100288162	100288162	TRUE
LOC100288866	100288866	100288866	TRUE
LOC100289511	100289511	100289511	TRUE
LOC100293612	100293612	100293612	TRUE
LOC148413	148413	148413	TRUE
LOC149950	149950	149950	TRUE
LOC151121	151121	151121	TRUE
LOC151760	151760	151760	TRUE
LOC154761	154761	154761	TRUE
LOC200726	200726	200726	TRUE
LOC202181	202181	202181	TRUE
LOC220729	220729	220729	TRUE
LOC284441	284441	284441	TRUE
LOC284912	284912	284912	TRUE
LOC285696	285696	285696	TRUE
LOC286238	286238	286238	TRUE
LOC338797	338797	338797	TRUE
LOC339803	339803	339803	TRUE
LOC388882	388882	388882	TRUE
LOC389199	389199	389199	TRUE
LOC389705	389705	389705	TRUE
LOC389834	389834	389834	TRUE
LOC391322	391322	391322	TRUE
LOC399815	399815	399815	TRUE
LOC401296	401296	401296	TRUE
LOC440040	440040	440040	TRUE
LOC440173	440173	440173	TRUE
LOC440313	440313	440313	TRUE
LOC441178	441178	441178	TRUE
LOC441239	441239	441239	TRUE
LOC441242	441242	441242	TRUE
LOC51145	51145	51145	TRUE
LOC541472	541472	541472	TRUE
LOC613206	613206	613206	TRUE
LOC642846	642846	642846	TRUE
LOC642852	642852	642852	TRUE
LOC643406	643406	643406	TRUE
LOC644794	644794	644794	TRUE
LOC645202	645202	645202	TRUE
LOC645261	645261	645261	TRUE
LOC646813	646813	646813	TRUE
LOC650293	650293	650293	TRUE
LOC652276	652276	652276	TRUE
LOC653712	653712	653712	TRUE
LOC728613	728613	728613	TRUE
LOC728752	728752	728752	TRUE
LOC728989	728989	728989	TRUE
LOC729815	729815	729815	TRUE
LOC730098	730098	730098	TRUE
LOC81691	81691	81691	TRUE
LONP1	9361	9361	TRUE
LONP2	83752	83752	TRUE
LONRF1	91694	91694	TRUE
LONRF2	164832	164832	TRUE
LONRF3	79836	79836	TRUE
LOR	4014	4014	TRUE
LOX	4015	4015	TRUE
LOXHD1	125336	125336	TRUE
LOXL1	4016	4016	TRUE
LOXL2	4017	4017	TRUE
LOXL3	84695	84695	TRUE
LOXL4	84171	84171	TRUE
LPA	4018	4018	TRUE
LPAL2	80350	80350	TRUE
LPAR1	1902	1902	TRUE
LPAR2	9170	9170	TRUE
LPAR3	23566	23566	TRUE
LPAR4	2846	2846	TRUE
LPAR5	57121	57121	TRUE
LPAR6	10161	10161	TRUE
LPCAT1	79888	79888	TRUE
LPCAT2	54947	54947	TRUE
LPCAT3	10162	10162	TRUE
LPCAT4	254531	254531	TRUE
LPGAT1	9926	9926	TRUE
LPIN1	23175	23175	TRUE
LPIN2	9663	9663	TRUE
LPIN3	64900	64900	TRUE
LPL	4023	4023	TRUE
LPO	4025	4025	TRUE
LPP	4026	4026	TRUE
LPXN	9404	9404	TRUE
LRAT	9227	9227	TRUE
LRBA	987	987	TRUE
LRCH1	23143	23143	TRUE
LRCH2	57631	57631	TRUE
LRCH3	84859	84859	TRUE
LRCH4	4034	4034	TRUE
LRFN1	57622	57622	TRUE
LRFN2	57497	57497	TRUE
LRFN3	79414	79414	TRUE
LRFN4	78999	78999	TRUE
LRFN5	145581	145581	TRUE
LRG1	116844	116844	TRUE
LRGUK	136332	136332	TRUE
LRIG1	26018	26018	TRUE
LRIG2	9860	9860	TRUE
LRIG3	121227	121227	TRUE
LRIT1	26103	26103	TRUE
LRIT2	340745	340745	TRUE
LRIT3	345193	345193	TRUE
LRMP	4033	4033	TRUE
LRP1	4035	4035	TRUE
LRP10	26020	26020	TRUE
LRP11	84918	84918	TRUE
LRP12	29967	29967	TRUE
LRP1B	53353	53353	TRUE
LRP2	4036	4036	TRUE
LRP2BP	55805	55805	TRUE
LRP3	4037	4037	TRUE
LRP4	4038	4038	TRUE
LRP5	4041	4041	TRUE
LRP5L	91355	91355	TRUE
LRP6	4040	4040	TRUE
LRP8	7804	7804	TRUE
LRPAP1	4043	4043	TRUE
LRPPRC	10128	10128	TRUE
LRRC1	55227	55227	TRUE
LRRC10	376132	376132	TRUE
LRRC10B	390205	390205	TRUE
LRRC14	9684	9684	TRUE
LRRC14B	389257	389257	TRUE
LRRC15	131578	131578	TRUE
LRRC16A	55604	55604	TRUE
LRRC16B	90668	90668	TRUE
LRRC17	10234	10234	TRUE
LRRC18	474354	474354	TRUE
LRRC19	64922	64922	TRUE
LRRC2	79442	79442	TRUE
LRRC20	55222	55222	TRUE
LRRC23	10233	10233	TRUE
LRRC24	441381	441381	TRUE
LRRC25	126364	126364	TRUE
LRRC26	389816	389816	TRUE
LRRC27	80313	80313	TRUE
LRRC28	123355	123355	TRUE
LRRC29	26231	26231	TRUE
LRRC3	81543	81543	TRUE
LRRC30	339291	339291	TRUE
LRRC31	79782	79782	TRUE
LRRC32	2615	2615	TRUE
LRRC34	151827	151827	TRUE
LRRC36	55282	55282	TRUE
LRRC39	127495	127495	TRUE
LRRC3B	116135	116135	TRUE
LRRC4	64101	64101	TRUE
LRRC40	55631	55631	TRUE
LRRC41	10489	10489	TRUE
LRRC42	115353	115353	TRUE
LRRC43	254050	254050	TRUE
LRRC45	201255	201255	TRUE
LRRC46	90506	90506	TRUE
LRRC47	57470	57470	TRUE
LRRC49	54839	54839	TRUE
LRRC4B	94030	94030	TRUE
LRRC4C	57689	57689	TRUE
LRRC52	440699	440699	TRUE
LRRC55	219527	219527	TRUE
LRRC56	115399	115399	TRUE
LRRC57	255252	255252	TRUE
LRRC58	116064	116064	TRUE
LRRC59	55379	55379	TRUE
LRRC6	23639	23639	TRUE
LRRC61	65999	65999	TRUE
LRRC66	339977	339977	TRUE
LRRC69	100130742	100130742	TRUE
LRRC7	57554	57554	TRUE
LRRC8A	56262	56262	TRUE
LRRC8B	23507	23507	TRUE
LRRC8C	84230	84230	TRUE
LRRC8D	55144	55144	TRUE
LRRC8E	80131	80131	TRUE
LRRCC1	85444	85444	TRUE
LRRFIP1	9208	9208	TRUE
LRRFIP2	9209	9209	TRUE
LRRIQ1	84125	84125	TRUE
LRRIQ3	127255	127255	TRUE
LRRIQ4	344657	344657	TRUE
LRRK1	79705	79705	TRUE
LRRK2	120892	120892	TRUE
LRRN1	57633	57633	TRUE
LRRN2	10446	10446	TRUE
LRRN3	54674	54674	TRUE
LRRN4	164312	164312	TRUE
LRRN4CL	221091	221091	TRUE
LRRTM1	347730	347730	TRUE
LRRTM2	26045	26045	TRUE
LRRTM3	347731	347731	TRUE
LRRTM4	80059	80059	TRUE
LRSAM1	90678	90678	TRUE
LRTM1	57408	57408	TRUE
LRTM2	654429	654429	TRUE
LRTOMT	220074	220074	TRUE
LRWD1	222229	222229	TRUE
LSAMP	4045	4045	TRUE
LSG1	55341	55341	TRUE
LSM1	27257	27257	TRUE
LSM10	84967	84967	TRUE
LSM11	134353	134353	TRUE
LSM12	124801	124801	TRUE
LSM14A	26065	26065	TRUE
LSM14B	149986	149986	TRUE
LSM2	57819	57819	TRUE
LSM3	27258	27258	TRUE
LSM4	25804	25804	TRUE
LSM5	23658	23658	TRUE
LSM6	11157	11157	TRUE
LSM7	51690	51690	TRUE
LSP1	4046	4046	TRUE
LSR	51599	51599	TRUE
LSS	4047	4047	TRUE
LST1	7940	7940	TRUE
LTA	4049	4049	TRUE
LTA4H	4048	4048	TRUE
LTB	4050	4050	TRUE
LTB4R	1241	1241	TRUE
LTB4R2	56413	56413	TRUE
LTBP1	4052	4052	TRUE
LTBP2	4053	4053	TRUE
LTBP3	4054	4054	TRUE
LTBP4	8425	8425	TRUE
LTBR	4055	4055	TRUE
LTC4S	4056	4056	TRUE
LTF	4057	4057	TRUE
