gene_symbol	entrez_id_a	entrez_id_n	entrez_agreement
ARHGEF10	9639	9639	TRUE
ARHGEF10L	55160	55160	TRUE
ARHGEF11	9826	9826	TRUE
ARHGEF12	23365	23365	TRUE
ARHGEF15	22899	22899	TRUE
ARHGEF16	27237	27237	TRUE
ARHGEF17	9828	9828	TRUE
ARHGEF18	23370	23370	TRUE
ARHGEF19	128272	128272	TRUE
ARHGEF2	9181	9181	TRUE
ARHGEF3	50650	50650	TRUE
ARHGEF33	100271715	100271715	TRUE
ARHGEF37	389337	389337	TRUE
ARHGEF38	54848	54848	TRUE
ARHGEF4	50649	50649	TRUE
ARHGEF6	9459	9459	TRUE
ARHGEF7	8874	8874	TRUE
ARHGEF9	23229	23229	TRUE
ARID1A	8289	8289	TRUE
ARID1B	57492	57492	TRUE
ARID2	196528	196528	TRUE
ARID3A	1820	1820	TRUE
ARID3B	10620	10620	TRUE
ARID3C	138715	138715	TRUE
ARID4A	5926	5926	TRUE
ARID4B	51742	51742	TRUE
ARID5A	10865	10865	TRUE
ARID5B	84159	84159	TRUE
ARIH1	25820	25820	TRUE
ARIH2	10425	10425	TRUE
ARL1	400	400	TRUE
ARL10	285598	285598	TRUE
ARL11	115761	115761	TRUE
ARL13A	392509	392509	TRUE
ARL13B	200894	200894	TRUE
ARL14	80117	80117	TRUE
ARL15	54622	54622	TRUE
ARL16	339231	339231	TRUE
ARL17A	51326	51326	TRUE
ARL2	402	402	TRUE
ARL2BP	23568	23568	TRUE
ARL3	403	403	TRUE
ARL4A	10124	10124	TRUE
ARL4C	10123	10123	TRUE
ARL4D	379	379	TRUE
ARL5A	26225	26225	TRUE
ARL5B	221079	221079	TRUE
ARL5C	390790	390790	TRUE
ARL6	84100	84100	TRUE
ARL6IP1	23204	23204	TRUE
ARL6IP4	51329	51329	TRUE
ARL6IP5	10550	10550	TRUE
ARL6IP6	151188	151188	TRUE
ARL8A	127829	127829	TRUE
ARL8B	55207	55207	TRUE
ARL9	132946	132946	TRUE
ARMC1	55156	55156	TRUE
ARMC10	83787	83787	TRUE
ARMC2	84071	84071	TRUE
ARMC3	219681	219681	TRUE
ARMC4	55130	55130	TRUE
ARMC5	79798	79798	TRUE
ARMC6	93436	93436	TRUE
ARMC7	79637	79637	TRUE
ARMC8	25852	25852	TRUE
ARMC9	80210	80210	TRUE
ARMCX1	51309	51309	TRUE
ARMCX2	9823	9823	TRUE
ARMCX3	51566	51566	TRUE
ARMCX4	100131755	100131755	TRUE
ARMCX5	64860	64860	TRUE
ARMS2	387715	387715	TRUE
ARNT	405	405	TRUE
ARNT2	9915	9915	TRUE
ARNTL	406	406	TRUE
ARNTL2	56938	56938	TRUE
ARPC2	10109	10109	TRUE
ARPC3	10094	10094	TRUE
ARPC4	10093	10093	TRUE
ARPC5	10092	10092	TRUE
ARPC5L	81873	81873	TRUE
ARPP19	10776	10776	TRUE
ARPP21	10777	10777	TRUE
ARR3	407	407	TRUE
ARRB1	408	408	TRUE
ARRB2	409	409	TRUE
ARRDC1	92714	92714	TRUE
ARRDC2	27106	27106	TRUE
ARRDC3	57561	57561	TRUE
ARRDC4	91947	91947	TRUE
ARRDC5	645432	645432	TRUE
ARSA	410	410	TRUE
ARSB	411	411	TRUE
ARSD	414	414	TRUE
ARSE	415	415	TRUE
ARSF	416	416	TRUE
ARSG	22901	22901	TRUE
ARSH	347527	347527	TRUE
ARSI	340075	340075	TRUE
ARSJ	79642	79642	TRUE
ARSK	153642	153642	TRUE
ART1	417	417	TRUE
ART3	419	419	TRUE
ART4	420	420	TRUE
ART5	116969	116969	TRUE
ARTN	9048	9048	TRUE
ARV1	64801	64801	TRUE
ARVCF	421	421	TRUE
ARX	170302	170302	TRUE
ASAH1	427	427	TRUE
ASAP1	50807	50807	TRUE
ASAP2	8853	8853	TRUE
ASAP3	55616	55616	TRUE
ASB1	51665	51665	TRUE
ASB10	136371	136371	TRUE
ASB11	140456	140456	TRUE
ASB12	142689	142689	TRUE
ASB13	79754	79754	TRUE
ASB14	142686	142686	TRUE
ASB15	142685	142685	TRUE
ASB16	92591	92591	TRUE
ASB17	127247	127247	TRUE
ASB18	401036	401036	TRUE
ASB2	51676	51676	TRUE
ASB4	51666	51666	TRUE
ASB5	140458	140458	TRUE
ASB6	140459	140459	TRUE
ASB7	140460	140460	TRUE
ASB8	140461	140461	TRUE
ASB9	140462	140462	TRUE
ASCC1	51008	51008	TRUE
ASCC2	84164	84164	TRUE
ASCC3	10973	10973	TRUE
ASCL1	429	429	TRUE
ASCL2	430	430	TRUE
ASCL3	56676	56676	TRUE
ASCL4	121549	121549	TRUE
ASF1A	25842	25842	TRUE
ASF1B	55723	55723	TRUE
ASGR1	432	432	TRUE
ASGR2	433	433	TRUE
ASH1L	55870	55870	TRUE
ASH2L	9070	9070	TRUE
ASIP	434	434	TRUE
ASL	435	435	TRUE
ASMT	438	438	TRUE
ASMTL	8623	8623	TRUE
ASNA1	439	439	TRUE
ASNS	440	440	TRUE
ASNSD1	54529	54529	TRUE
ASPA	443	443	TRUE
ASPDH	554235	554235	TRUE
ASPG	374569	374569	TRUE
ASPH	444	444	TRUE
ASPHD1	253982	253982	TRUE
ASPHD2	57168	57168	TRUE
ASPM	259266	259266	TRUE
ASPN	54829	54829	TRUE
ASPRV1	151516	151516	TRUE
ASPSCR1	79058	79058	TRUE
ASRGL1	80150	80150	TRUE
ASS1	445	445	TRUE
ASTE1	28990	28990	TRUE
ASTL	431705	431705	TRUE
ASTN1	460	460	TRUE
ASTN2	23245	23245	TRUE
ASXL1	171023	171023	TRUE
ASXL2	55252	55252	TRUE
ASXL3	80816	80816	TRUE
ASZ1	136991	136991	TRUE
ATAD1	84896	84896	TRUE
ATAD2	29028	29028	TRUE
ATAD2B	54454	54454	TRUE
ATAD3A	55210	55210	TRUE
ATAD3C	219293	219293	TRUE
ATAD5	79915	79915	TRUE
ATCAY	85300	85300	TRUE
ATE1	11101	11101	TRUE
ATF1	466	466	TRUE
ATF2	1386	1386	TRUE
ATF3	467	467	TRUE
ATF4	468	468	TRUE
ATF5	22809	22809	TRUE
ATF6	22926	22926	TRUE
ATF6B	1388	1388	TRUE
ATF7	11016	11016	TRUE
ATF7IP	55729	55729	TRUE
ATF7IP2	80063	80063	TRUE
ATG10	83734	83734	TRUE
ATG12	9140	9140	TRUE
ATG16L1	55054	55054	TRUE
ATG16L2	89849	89849	TRUE
ATG2A	23130	23130	TRUE
ATG2B	55102	55102	TRUE
ATG3	64422	64422	TRUE
ATG4A	115201	115201	TRUE
ATG4B	23192	23192	TRUE
ATG4C	84938	84938	TRUE
ATG4D	84971	84971	TRUE
ATG5	9474	9474	TRUE
ATG7	10533	10533	TRUE
ATG9A	79065	79065	TRUE
ATG9B	285973	285973	TRUE
ATHL1	80162	80162	TRUE
ATIC	471	471	TRUE
ATL1	51062	51062	TRUE
ATL2	64225	64225	TRUE
ATL3	25923	25923	TRUE
ATM	472	472	TRUE
ATMIN	23300	23300	TRUE
ATN1	1822	1822	TRUE
ATOH1	474	474	TRUE
ATOH7	220202	220202	TRUE
ATOH8	84913	84913	TRUE
ATOX1	475	475	TRUE
ATP10A	57194	57194	TRUE
ATP10B	23120	23120	TRUE
ATP10D	57205	57205	TRUE
ATP11A	23250	23250	TRUE
ATP11B	23200	23200	TRUE
ATP11C	286410	286410	TRUE
ATP12A	479	479	TRUE
ATP13A1	57130	57130	TRUE
ATP13A2	23400	23400	TRUE
ATP13A3	79572	79572	TRUE
ATP13A4	84239	84239	TRUE
ATP13A5	344905	344905	TRUE
ATP1A1	476	476	TRUE
ATP1A2	477	477	TRUE
ATP1A3	478	478	TRUE
ATP1A4	480	480	TRUE
ATP1B1	481	481	TRUE
ATP1B2	482	482	TRUE
ATP1B3	483	483	TRUE
ATP1B4	23439	23439	TRUE
ATP2A1	487	487	TRUE
ATP2A2	488	488	TRUE
ATP2A3	489	489	TRUE
ATP2B1	490	490	TRUE
ATP2B2	491	491	TRUE
ATP2B3	492	492	TRUE
ATP2B4	493	493	TRUE
ATP2C1	27032	27032	TRUE
ATP2C2	9914	9914	TRUE
ATP4A	495	495	TRUE
ATP4B	496	496	TRUE
ATP5A1	498	498	TRUE
ATP5B	506	506	TRUE
ATP5C1	509	509	TRUE
ATP5D	513	513	TRUE
ATP5E	514	514	TRUE
ATP5F1	515	515	TRUE
ATP5G1	516	516	TRUE
ATP5G2	517	517	TRUE
ATP5G3	518	518	TRUE
ATP5H	10476	10476	TRUE
ATP5I	521	521	TRUE
ATP5J	522	522	TRUE
ATP5J2	9551	9551	TRUE
ATP5L	10632	10632	TRUE
ATP5L2	267020	267020	TRUE
ATP5O	539	539	TRUE
ATP5S	27109	27109	TRUE
ATP5SL	55101	55101	TRUE
ATP6AP1	537	537	TRUE
ATP6AP1L	92270	92270	TRUE
ATP6AP2	10159	10159	TRUE
ATP6V0A1	535	535	TRUE
ATP6V0A2	23545	23545	TRUE
ATP6V0A4	50617	50617	TRUE
ATP6V0B	533	533	TRUE
ATP6V0C	527	527	TRUE
ATP6V0D1	9114	9114	TRUE
ATP6V0D2	245972	245972	TRUE
ATP6V0E1	8992	8992	TRUE
ATP6V0E2	155066	155066	TRUE
ATP6V1A	523	523	TRUE
ATP6V1B1	525	525	TRUE
ATP6V1B2	526	526	TRUE
ATP6V1C1	528	528	TRUE
ATP6V1C2	245973	245973	TRUE
ATP6V1D	51382	51382	TRUE
ATP6V1E1	529	529	TRUE
ATP6V1E2	90423	90423	TRUE
ATP6V1F	9296	9296	TRUE
ATP6V1G1	9550	9550	TRUE
ATP6V1G2	534	534	TRUE
ATP6V1G3	127124	127124	TRUE
ATP6V1H	51606	51606	TRUE
ATP7A	538	538	TRUE
ATP7B	540	540	TRUE
ATP8A1	10396	10396	TRUE
ATP8A2	51761	51761	TRUE
ATP8B1	5205	5205	TRUE
ATP8B2	57198	57198	TRUE
ATP8B3	148229	148229	TRUE
ATP8B4	79895	79895	TRUE
ATP9A	10079	10079	TRUE
ATP9B	374868	374868	TRUE
ATPAF1	64756	64756	TRUE
ATPAF2	91647	91647	TRUE
ATPIF1	93974	93974	TRUE
ATR	545	545	TRUE
ATRIP	84126	84126	TRUE
ATRN	8455	8455	TRUE
ATRNL1	26033	26033	TRUE
ATRX	546	546	TRUE
ATXN1	6310	6310	TRUE
ATXN10	25814	25814	TRUE
ATXN1L	342371	342371	TRUE
ATXN2	6311	6311	TRUE
ATXN2L	11273	11273	TRUE
ATXN3	4287	4287	TRUE
ATXN3L	92552	92552	TRUE
ATXN7	6314	6314	TRUE
ATXN7L1	222255	222255	TRUE
ATXN7L2	127002	127002	TRUE
ATXN7L3	56970	56970	TRUE
ATXN7L3B	552889	552889	TRUE
ATXN8OS	6315	6315	TRUE
AUH	549	549	TRUE
AUP1	550	550	TRUE
AURKA	6790	6790	TRUE
AURKAIP1	54998	54998	TRUE
AURKB	9212	9212	TRUE
AURKC	6795	6795	TRUE
AUTS2	26053	26053	TRUE
AVEN	57099	57099	TRUE
AVIL	10677	10677	TRUE
AVL9	23080	23080	TRUE
AVP	551	551	TRUE
AVPI1	60370	60370	TRUE
AVPR1A	552	552	TRUE
AVPR1B	553	553	TRUE
AVPR2	554	554	TRUE
AWAT1	158833	158833	TRUE
AWAT2	158835	158835	TRUE
AXIN1	8312	8312	TRUE
AXIN2	8313	8313	TRUE
AXL	558	558	TRUE
AZGP1	563	563	TRUE
AZI2	64343	64343	TRUE
AZIN1	51582	51582	TRUE
AZU1	566	566	TRUE
B2M	567	567	TRUE
B3GALNT1	8706	8706	TRUE
B3GALNT2	148789	148789	TRUE
B3GALT1	8708	8708	TRUE
B3GALT2	8707	8707	TRUE
B3GALT4	8705	8705	TRUE
B3GALT5	10317	10317	TRUE
B3GALT6	126792	126792	TRUE
B3GAT1	27087	27087	TRUE
B3GAT2	135152	135152	TRUE
B3GAT3	26229	26229	TRUE
B3GNT2	10678	10678	TRUE
B3GNT3	10331	10331	TRUE
B3GNT4	79369	79369	TRUE
B3GNT5	84002	84002	TRUE
B3GNT6	192134	192134	TRUE
B3GNT7	93010	93010	TRUE
B3GNT8	374907	374907	TRUE
B3GNT9	84752	84752	TRUE
B3GNTL1	146712	146712	TRUE
B4GALNT1	2583	2583	TRUE
B4GALNT2	124872	124872	TRUE
B4GALNT3	283358	283358	TRUE
B4GALNT4	338707	338707	TRUE
B4GALT1	2683	2683	TRUE
B4GALT2	8704	8704	TRUE
B4GALT3	8703	8703	TRUE
B4GALT4	8702	8702	TRUE
B4GALT5	9334	9334	TRUE
B4GALT6	9331	9331	TRUE
B4GALT7	11285	11285	TRUE
B9D1	27077	27077	TRUE
B9D2	80776	80776	TRUE
BAALC	79870	79870	TRUE
BAAT	570	570	TRUE
BACE1	23621	23621	TRUE
BACE2	25825	25825	TRUE
BACH1	571	571	TRUE
BACH2	60468	60468	TRUE
BAD	572	572	TRUE
BAG1	573	573	TRUE
BAG2	9532	9532	TRUE
BAG3	9531	9531	TRUE
BAG4	9530	9530	TRUE
BAG5	9529	9529	TRUE
BAGE	574	574	TRUE
BAGE2	85319	85319	TRUE
BAHCC1	57597	57597	TRUE
BAHD1	22893	22893	TRUE
BAIAP2	10458	10458	TRUE
BAIAP2L1	55971	55971	TRUE
BAIAP2L2	80115	80115	TRUE
BAIAP3	8938	8938	TRUE
BAK1	578	578	TRUE
BAMBI	25805	25805	TRUE
BANF1	8815	8815	TRUE
BANF2	140836	140836	TRUE
BANK1	55024	55024	TRUE
BANP	54971	54971	TRUE
BAP1	8314	8314	TRUE
BARD1	580	580	TRUE
BARHL1	56751	56751	TRUE
BARHL2	343472	343472	TRUE
BARX1	56033	56033	TRUE
BARX2	8538	8538	TRUE
BASP1	10409	10409	TRUE
BATF	10538	10538	TRUE
BATF2	116071	116071	TRUE
BATF3	55509	55509	TRUE
BAX	581	581	TRUE
BAZ1A	11177	11177	TRUE
BAZ1B	9031	9031	TRUE
BAZ2A	11176	11176	TRUE
BAZ2B	29994	29994	TRUE
BBC3	27113	27113	TRUE
BBOX1	8424	8424	TRUE
BBS1	582	582	TRUE
BBS10	79738	79738	TRUE
BBS12	166379	166379	TRUE
BBS2	583	583	TRUE
BBS4	585	585	TRUE
BBS5	129880	129880	TRUE
BBS7	55212	55212	TRUE
BBS9	27241	27241	TRUE
BBX	56987	56987	TRUE
BCAM	4059	4059	TRUE
BCAN	63827	63827	TRUE
BCAP29	55973	55973	TRUE
BCAP31	10134	10134	TRUE
BCAR1	9564	9564	TRUE
BCAR3	8412	8412	TRUE
BCAS1	8537	8537	TRUE
BCAS2	10286	10286	TRUE
BCAS3	54828	54828	TRUE
BCAS4	55653	55653	TRUE
BCAT1	586	586	TRUE
BCAT2	587	587	TRUE
BCCIP	56647	56647	TRUE
BCDIN3D	144233	144233	TRUE
BCHE	590	590	TRUE
BCKDHA	593	593	TRUE
BCKDHB	594	594	TRUE
BCKDK	10295	10295	TRUE
BCL10	8915	8915	TRUE
BCL11A	53335	53335	TRUE
BCL11B	64919	64919	TRUE
BCL2	596	596	TRUE
BCL2A1	597	597	TRUE
BCL2L1	598	598	TRUE
BCL2L10	10017	10017	TRUE
BCL2L11	10018	10018	TRUE
BCL2L12	83596	83596	TRUE
BCL2L13	23786	23786	TRUE
BCL2L14	79370	79370	TRUE
BCL2L15	440603	440603	TRUE
BCL2L2	599	599	TRUE
BCL3	602	602	TRUE
BCL6	604	604	TRUE
BCL6B	255877	255877	TRUE
BCL7A	605	605	TRUE
BCL7B	9275	9275	TRUE
BCL7C	9274	9274	TRUE
BCL9	607	607	TRUE
BCL9L	283149	283149	TRUE
BCLAF1	9774	9774	TRUE
BCO2	83875	83875	TRUE
BCOR	54880	54880	TRUE
BCORL1	63035	63035	TRUE
BCR	613	613	TRUE
BCS1L	617	617	TRUE
BDH1	622	622	TRUE
BDH2	56898	56898	TRUE
BDKRB1	623	623	TRUE
BDKRB2	624	624	TRUE
BDNF	627	627	TRUE
BDP1	55814	55814	TRUE
BECN1	8678	8678	TRUE
BEGAIN	57596	57596	TRUE
BEND2	139105	139105	TRUE
BEND3	57673	57673	TRUE
BEND4	389206	389206	TRUE
BEND5	79656	79656	TRUE
BEND6	221336	221336	TRUE
BEND7	222389	222389	TRUE
BEST1	7439	7439	TRUE
BEST2	54831	54831	TRUE
BEST3	144453	144453	TRUE
BEST4	266675	266675	TRUE
BET1	10282	10282	TRUE
BET1L	51272	51272	TRUE
BEX1	55859	55859	TRUE
BEX2	84707	84707	TRUE
BEX4	56271	56271	TRUE
BEX5	340542	340542	TRUE
BFAR	51283	51283	TRUE
BFSP1	631	631	TRUE
BFSP2	8419	8419	TRUE
BGLAP	632	632	TRUE
BGN	633	633	TRUE
BHLHA15	168620	168620	TRUE
BHLHB9	80823	80823	TRUE
BHLHE22	27319	27319	TRUE
BHLHE23	128408	128408	TRUE
BHLHE40	8553	8553	TRUE
BHLHE41	79365	79365	TRUE
BHMT	635	635	TRUE
BHMT2	23743	23743	TRUE
BICC1	80114	80114	TRUE
BICD1	636	636	TRUE
BICD2	23299	23299	TRUE
BID	637	637	TRUE
BIK	638	638	TRUE
BIN1	274	274	TRUE
BIN2	51411	51411	TRUE
BIN3	55909	55909	TRUE
BIRC2	329	329	TRUE
BIRC3	330	330	TRUE
BIRC5	332	332	TRUE
BIRC6	57448	57448	TRUE
BIRC7	79444	79444	TRUE
BIRC8	112401	112401	TRUE
BIVM	54841	54841	TRUE
BLCAP	10904	10904	TRUE
BLID	414899	414899	TRUE
BLK	640	640	TRUE
BLM	641	641	TRUE
BLMH	642	642	TRUE
BLNK	29760	29760	TRUE
BLOC1S1	2647	2647	TRUE
BLOC1S2	282991	282991	TRUE
BLOC1S3	388552	388552	TRUE
BLVRA	644	644	TRUE
BLVRB	645	645	TRUE
BLZF1	8548	8548	TRUE
BMF	90427	90427	TRUE
BMP1	649	649	TRUE
BMP10	27302	27302	TRUE
BMP15	9210	9210	TRUE
BMP2	650	650	TRUE
BMP2K	55589	55589	TRUE
BMP3	651	651	TRUE
BMP4	652	652	TRUE
BMP5	653	653	TRUE
BMP6	654	654	TRUE
BMP7	655	655	TRUE
BMP8A	353500	353500	TRUE
BMP8B	656	656	TRUE
BMPER	168667	168667	TRUE
BMPR1A	657	657	TRUE
BMPR1B	658	658	TRUE
BMPR2	659	659	TRUE
BMS1	9790	9790	TRUE
BMS1P4	729096	729096	TRUE
BMX	660	660	TRUE
BNC1	646	646	TRUE
BNC2	54796	54796	TRUE
BNIP1	662	662	TRUE
BNIP2	663	663	TRUE
BNIP3	664	664	TRUE
BNIP3L	665	665	TRUE
BNIPL	149428	149428	TRUE
BOC	91653	91653	TRUE
BOD1	91272	91272	TRUE
BOK	666	666	TRUE
BOLA1	51027	51027	TRUE
BOLA3	388962	388962	TRUE
BOLL	66037	66037	TRUE
BPESC1	60467	60467	TRUE
BPGM	669	669	TRUE
BPHL	670	670	TRUE
BPI	671	671	TRUE
BPNT1	10380	10380	TRUE
BPTF	2186	2186	TRUE
BRAP	8315	8315	TRUE
BRCA1	672	672	TRUE
BRCA2	675	675	TRUE
BRCC3	79184	79184	TRUE
BRD1	23774	23774	TRUE
BRD2	6046	6046	TRUE
BRD3	8019	8019	TRUE
BRD4	23476	23476	TRUE
BRD7	29117	29117	TRUE
BRD7P3	23629	23629	TRUE
BRD8	10902	10902	TRUE
BRD9	65980	65980	TRUE
BRDT	676	676	TRUE
BRE	9577	9577	TRUE
BRF1	2972	2972	TRUE
BRF2	55290	55290	TRUE
BRI3	25798	25798	TRUE
BRI3BP	140707	140707	TRUE
BRIP1	83990	83990	TRUE
BRIX1	55299	55299	TRUE
BRMS1	25855	25855	TRUE
BRMS1L	84312	84312	TRUE
BRPF1	7862	7862	TRUE
BRPF3	27154	27154	TRUE
BRS3	680	680	TRUE
BRSK1	84446	84446	TRUE
BRSK2	9024	9024	TRUE
BRWD1	54014	54014	TRUE
BRWD3	254065	254065	TRUE
BSDC1	55108	55108	TRUE
BSG	682	682	TRUE
BSN	8927	8927	TRUE
BSND	7809	7809	TRUE
BSPH1	100131137	100131137	TRUE
BSPRY	54836	54836	TRUE
BST1	683	683	TRUE
BST2	684	684	TRUE
BSX	390259	390259	TRUE
BTAF1	9044	9044	TRUE
BTBD1	53339	53339	TRUE
BTBD10	84280	84280	TRUE
BTBD11	121551	121551	TRUE
BTBD16	118663	118663	TRUE
BTBD17	388419	388419	TRUE
BTBD18	643376	643376	TRUE
BTBD19	149478	149478	TRUE
BTBD2	55643	55643	TRUE
BTBD3	22903	22903	TRUE
BTBD6	90135	90135	TRUE
BTBD7	55727	55727	TRUE
BTBD8	284697	284697	TRUE
BTBD9	114781	114781	TRUE
BTC	685	685	TRUE
BTD	686	686	TRUE
BTF3	689	689	TRUE
BTF3L4	91408	91408	TRUE
BTG1	694	694	TRUE
BTG2	7832	7832	TRUE
BTG3	10950	10950	TRUE
BTG4	54766	54766	TRUE
BTK	695	695	TRUE
BTLA	151888	151888	TRUE
BTN1A1	696	696	TRUE
BTN2A1	11120	11120	TRUE
BTN2A2	10385	10385	TRUE
BTN3A1	11119	11119	TRUE
BTN3A2	11118	11118	TRUE
BTN3A3	10384	10384	TRUE
BTNL2	56244	56244	TRUE
BTNL3	10917	10917	TRUE
BTNL8	79908	79908	TRUE
BTNL9	153579	153579	TRUE
BTRC	8945	8945	TRUE
BUB1	699	699	TRUE
BUB1B	701	701	TRUE
BUB3	9184	9184	TRUE
BUD13	84811	84811	TRUE
BUD31	8896	8896	TRUE
BVES	11149	11149	TRUE
BYSL	705	705	TRUE
BZRAP1	9256	9256	TRUE
BZW1	9689	9689	TRUE
BZW2	28969	28969	TRUE
C10orf10	11067	11067	TRUE
C10orf107	219621	219621	TRUE
C10orf11	83938	83938	TRUE
C10orf111	221060	221060	TRUE
C10orf120	399814	399814	TRUE
C10orf128	170371	170371	TRUE
C10orf2	56652	56652	TRUE
C10orf25	220979	220979	TRUE
C10orf35	219738	219738	TRUE
C10orf53	282966	282966	TRUE
C10orf54	64115	64115	TRUE
C10orf55	414236	414236	TRUE
C10orf62	414157	414157	TRUE
C10orf67	256815	256815	TRUE
C10orf71	118461	118461	TRUE
C10orf76	79591	79591	TRUE
C10orf82	143379	143379	TRUE
C10orf88	80007	80007	TRUE
C10orf90	118611	118611	TRUE
C10orf91	170393	170393	TRUE
C10orf95	79946	79946	TRUE
C10orf99	387695	387695	TRUE
C11orf1	64776	64776	TRUE
C11orf16	56673	56673	TRUE
C11orf21	29125	29125	TRUE
C11orf24	53838	53838	TRUE
C11orf31	280636	280636	TRUE
C11orf40	143501	143501	TRUE
C11orf42	160298	160298	TRUE
C11orf45	219833	219833	TRUE
C11orf49	79096	79096	TRUE
C11orf53	341032	341032	TRUE
C11orf54	28970	28970	TRUE
C11orf57	55216	55216	TRUE
C11orf58	10944	10944	TRUE
C11orf63	79864	79864	TRUE
C11orf65	160140	160140	TRUE
C11orf68	83638	83638	TRUE
C11orf70	85016	85016	TRUE
C11orf71	54494	54494	TRUE
C11orf73	51501	51501	TRUE
C11orf74	119710	119710	TRUE
C11orf80	79703	79703	TRUE
C11orf84	144097	144097	TRUE
C11orf85	283129	283129	TRUE
C11orf86	254439	254439	TRUE
C11orf87	399947	399947	TRUE
C11orf88	399949	399949	TRUE
C11orf94	143678	143678	TRUE
C11orf95	65998	65998	TRUE
C12orf10	60314	60314	TRUE
C12orf29	91298	91298	TRUE
C12orf4	57102	57102	TRUE
C12orf40	283461	283461	TRUE
C12orf42	374470	374470	TRUE
C12orf43	64897	64897	TRUE
C12orf45	121053	121053	TRUE
C12orf49	79794	79794	TRUE
C12orf50	160419	160419	TRUE
C12orf54	121273	121273	TRUE
C12orf56	115749	115749	TRUE
C12orf57	113246	113246	TRUE
C12orf60	144608	144608	TRUE
C12orf65	91574	91574	TRUE
C12orf66	144577	144577	TRUE
C12orf71	728858	728858	TRUE
C12orf73	728568	728568	TRUE
C12orf75	387882	387882	TRUE
C12orf76	400073	400073	TRUE
C12orf77	196415	196415	TRUE
C14orf1	11161	11161	TRUE
C14orf105	55195	55195	TRUE
C14orf119	55017	55017	TRUE
C14orf142	84520	84520	TRUE
C14orf159	80017	80017	TRUE
C14orf166	51637	51637	TRUE
C14orf169	79697	79697	TRUE
C14orf177	283598	283598	TRUE
C14orf178	283579	283579	TRUE
C14orf180	400258	400258	TRUE
C14orf2	9556	9556	TRUE
C14orf28	122525	122525	TRUE
C14orf37	145407	145407	TRUE
C14orf39	317761	317761	TRUE
C14orf79	122616	122616	TRUE
C14orf80	283643	283643	TRUE
C14orf93	60686	60686	TRUE
C15orf32	145858	145858	TRUE
C15orf39	56905	56905	TRUE
C15orf40	123207	123207	TRUE
C15orf41	84529	84529	TRUE
C15orf43	145645	145645	TRUE
C15orf48	84419	84419	TRUE
C15orf52	388115	388115	TRUE
C15orf53	400359	400359	TRUE
C15orf54	400360	400360	TRUE
C15orf56	644809	644809	TRUE
C15orf57	90416	90416	TRUE
C15orf59	388135	388135	TRUE
C15orf61	145853	145853	TRUE
C15orf62	643338	643338	TRUE
C16orf13	84326	84326	TRUE
C16orf45	89927	89927	TRUE
C16orf46	123775	123775	TRUE
C16orf58	64755	64755	TRUE
C16orf59	80178	80178	TRUE
C16orf62	57020	57020	TRUE
C16orf70	80262	80262	TRUE
C16orf71	146562	146562	TRUE
C16orf72	29035	29035	TRUE
C16orf74	404550	404550	TRUE
C16orf78	123970	123970	TRUE
C16orf82	162083	162083	TRUE
C16orf86	388284	388284	TRUE
C16orf87	388272	388272	TRUE
C16orf89	146556	146556	TRUE
C16orf90	646174	646174	TRUE
C16orf91	283951	283951	TRUE
C16orf92	146378	146378	TRUE
C17orf100	388327	388327	TRUE
C17orf102	400591	400591	TRUE
C17orf105	284067	284067	TRUE
C17orf107	100130311	100130311	TRUE
C17orf50	146853	146853	TRUE
C17orf51	339263	339263	TRUE
C17orf53	78995	78995	TRUE
C17orf58	284018	284018	TRUE
C17orf62	79415	79415	TRUE
C17orf64	124773	124773	TRUE
C17orf67	339210	339210	TRUE
C17orf74	201243	201243	TRUE
C17orf75	64149	64149	TRUE
C17orf77	146723	146723	TRUE
C17orf78	284099	284099	TRUE
C17orf80	55028	55028	TRUE
C17orf82	388407	388407	TRUE
C17orf89	284184	284184	TRUE
C17orf96	100170841	100170841	TRUE
C17orf97	400566	400566	TRUE
C17orf98	388381	388381	TRUE
C17orf99	100141515	100141515	TRUE
C18orf12	84322	84322	TRUE
C18orf21	83608	83608	TRUE
C18orf25	147339	147339	TRUE
C18orf54	162681	162681	TRUE
C18orf8	29919	29919	TRUE
C19orf12	83636	83636	TRUE
C19orf18	147685	147685	TRUE
C19orf24	55009	55009	TRUE
C19orf25	148223	148223	TRUE
C19orf33	64073	64073	TRUE
C19orf35	374872	374872	TRUE
C19orf38	255809	255809	TRUE
C19orf43	79002	79002	TRUE
C19orf44	84167	84167	TRUE
C19orf45	374877	374877	TRUE
C19orf47	126526	126526	TRUE
C19orf48	84798	84798	TRUE
C19orf52	90580	90580	TRUE
C19orf53	28974	28974	TRUE
C19orf54	284325	284325	TRUE
C19orf57	79173	79173	TRUE
C19orf60	55049	55049	TRUE
C19orf66	55337	55337	TRUE
C19orf70	125988	125988	TRUE
C19orf71	100128569	100128569	TRUE
C19orf73	55150	55150	TRUE
C1D	10438	10438	TRUE
C1GALT1	56913	56913	TRUE
C1GALT1C1	29071	29071	TRUE
C1QA	712	712	TRUE
C1QB	713	713	TRUE
C1QBP	708	708	TRUE
C1QC	714	714	TRUE
C1QL1	10882	10882	TRUE
C1QL2	165257	165257	TRUE
C1QL3	389941	389941	TRUE
C1QL4	338761	338761	TRUE
C1QTNF1	114897	114897	TRUE
C1QTNF2	114898	114898	TRUE
C1QTNF3	114899	114899	TRUE
